"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"All users with correct credentials are redirected to inventory page.","3123","TC-001: valid users redirect to inventory page after login","SauceDemo","2026-01-06","passed","2026-01-06","Valid Credentials","Authentication Tests","",""
"Verify that user session persists after refreshing the page.","2397","TC-012: should persist session after page refresh","SauceDemo","2026-01-06","passed","2026-01-06","Session Management","Authentication Tests","",""
"User is redirected to login page after clicking logout.","2934","TC-011: logout redirects to login page","SauceDemo","2026-01-06","passed","2026-01-06","Logout","Authentication Tests","",""
"Verify that login fails when password is not provided.","1726","TC-009: should display error with empty password","SauceDemo","2026-01-06","passed","2026-01-06","Invalid Credentials","Authentication Tests","",""
"Verify that login fails with correct username but wrong password.","1996","TC-006: should display error with wrong password","SauceDemo","2026-01-06","passed","2026-01-06","Invalid Credentials","Authentication Tests","",""
"Verify that a locked out user cannot access the application.","783","TC-010: should block locked out user","SauceDemo","2026-01-06","passed","2026-01-06","Account Security","Authentication Tests","",""
"Verify that login fails when username is not provided.","1598","TC-008: should display error with empty username","SauceDemo","2026-01-06","passed","2026-01-06","Invalid Credentials","Authentication Tests","",""
"Verify that accessing inventory page without login redirects to login page.","1597","TC-051: should redirect to login when accessing inventory page directly","SauceDemo","2026-01-06","passed","2026-01-06","Protected Routes","Platform Tests","",""
"Verify that cart contents persist after logout and login.","3080","TC-031: should persist cart after logout and login","SauceDemo","2026-01-06","passed","2026-01-06","Cart Persistence","Cart Tests","",""
"Verify that login fails with incorrect username.","1253","TC-007: should display error with wrong username","SauceDemo","2026-01-06","passed","2026-01-06","Invalid Credentials","Authentication Tests","",""
