"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC-014: should navigate to product detail page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Details","","",""
"","0","TC-025: should not add same item twice","SauceDemo","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"Verify that login fails with incorrect username.","1845","TC-007: should display error with wrong username","SauceDemo","2026-01-03","passed","2026-01-03","Invalid Credentials","Authentication Tests","",""
"","0","TC-055: order confirmation page shows thank you message","SauceDemo","2026-01-03","skipped","2026-01-03","Order Confirmation","","",""
"","0","TC-033: checkout button redirects to checkout step one","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"Verify that adding the same item twice does not duplicate it in cart.","1886","TC-025: should not add same item twice","SauceDemo","2026-01-03","passed","2026-01-03","Add to Cart","Cart Tests","",""
"","0","TC-052: should load performance inventory page within acceptable time","SauceDemo","2026-01-03","skipped","2026-01-03","Page Load Time","","",""
"","4","TC-035: cart page shows zero items when no products added","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"Verify that inventory page loads within acceptable time (performance).","6942","TC-052: should load performance inventory page within acceptable time","SauceDemo","2026-01-03","passed","2026-01-03","Page Load Time","Platform Tests","",""
"Clicking Back to products from detail page redirects to inventory.","1877","TC-022: back to products button redirects to inventory page","SauceDemo","2026-01-03","passed","2026-01-03","Product Details","Product Catalog Tests","",""
"Verify that login fails when password is not provided.","1435","TC-009: should display error with empty password","SauceDemo","2026-01-03","passed","2026-01-03","Invalid Credentials","Authentication Tests","",""
"Verify that payment and shipping information is displayed in summary.","2681","TC-053: should display payment and shipping information","SauceDemo","2026-01-03","passed","2026-01-03","Order Summary","Checkout Tests","",""
"","0","TC-011: logout redirects to login page","SauceDemo","2026-01-03","skipped","2026-01-03","Logout","","",""
"","0","TC-047: should return to home page after completing an order","SauceDemo","2026-01-03","skipped","2026-01-03","Order Confirmation","","",""
"Verify that checkout fails when postal code is missing.","2289","TC-041: should validate missing postal code","SauceDemo","2026-01-03","passed","2026-01-03","Shipping Information","Checkout Tests","",""
"Verify that products can be sorted by price from high to low.","2326","TC-020: should sort products by price high to low","SauceDemo","2026-01-03","passed","2026-01-03","Sort Products","Product Catalog Tests","",""
"Verify that app state can be reset from the menu.","3406","TC-049: should reset app state","SauceDemo","2026-01-03","passed","2026-01-03","Reset State","User Experience Tests","",""
"Verify that checkout fails when first name is missing.","2066","TC-039: should validate missing first name","SauceDemo","2026-01-03","passed","2026-01-03","Shipping Information","Checkout Tests","",""
"Verify that user can cancel checkout and return to cart page.","1146","TC-042: should cancel checkout","SauceDemo","2026-01-03","passed","2026-01-03","Shipping Information","Checkout Tests","",""
"","1","TC-075: cart icon in header redirects to cart page","SauceDemo","2026-01-03","skipped","2026-01-03","Menu Navigation","","",""
"","1","TC-001: valid users redirect to inventory page after login","SauceDemo","2026-01-03","skipped","2026-01-03","Valid Credentials","","",""
"","0","TC-018: should sort products Z-A","SauceDemo","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"","0","TC-013: should display all products on inventory page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Display","","",""
"","0","TC-078: cart is empty after completing purchase and returning to inventory","SauceDemo","2026-01-03","skipped","2026-01-03","Complete Order","","",""
"","0","TC-007: should display error with wrong username","SauceDemo","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"Cart item count matches number of products added from inventory.","2442","TC-036: cart shows 3 items when 3 products are added","SauceDemo","2026-01-03","passed","2026-01-03","View Cart","Cart Tests","",""
"","0","TC-006: should display error with wrong password","SauceDemo","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"","0","TC-051: should redirect to login when accessing inventory page directly","SauceDemo","2026-01-03","skipped","2026-01-03","Protected Routes","","",""
"","0","TC-040: should validate missing last name","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","0","TC-060: should verify item no longer in cart after removal","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-030: cart badge reflects number of items added and removed","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-038: should enter valid checkout information","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","0","TC-045: finish button redirects to order confirmation page","SauceDemo","2026-01-03","skipped","2026-01-03","Complete Order","","",""
"","0","TC-009: should display error with empty password","SauceDemo","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"Verify that item can be removed from cart on product detail page.","1991","TC-072: should remove item from detail page","SauceDemo","2026-01-03","passed","2026-01-03","Product Details","Product Catalog Tests","",""
"At iPhone 12/13 Pro viewport (390x844), inventory page shows items and menu opens/closes.","2942","TC-050: mobile viewport displays inventory items and toggles menu","SauceDemo","2026-01-03","passed","2026-01-03","Mobile Viewport","User Experience Tests","",""
"","0","TC-024: should add multiple items to cart","SauceDemo","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"Verify that user can return to inventory after completing order.","3103","TC-047: should return to home page after completing an order","SauceDemo","2026-01-03","passed","2026-01-03","Order Confirmation","Checkout Tests","",""
"","0","TC-008: should display error with empty username","SauceDemo","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"","0","TC-043: order summary page shows item total","SauceDemo","2026-01-03","skipped","2026-01-03","Order Summary","","",""
"","0","TC-027: should remove item from cart page","SauceDemo","2026-01-03","skipped","2026-01-03","Remove from Cart","","",""
"Verify that products can be sorted alphabetically Z to A.","1732","TC-018: should sort products Z-A","SauceDemo","2026-01-03","passed","2026-01-03","Sort Products","Product Catalog Tests","",""
"","0","TC-031: should persist cart after logout and login","SauceDemo","2026-01-03","skipped","2026-01-03","Cart Persistence","","",""
"","0","TC-026: should remove item from inventory page","SauceDemo","2026-01-03","skipped","2026-01-03","Remove from Cart","","",""
"","0","TC-039: should validate missing first name","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
