"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Cart page displays each item that was added from inventory.","1066","TC-029: cart page shows all added items","SauceDemo","2026-01-02","passed","2026-01-02","View Cart","Cart Tests","",""
"Verify that cart contents persist after logout and login.","2157","TC-031: should persist cart after logout and login","SauceDemo","2026-01-02","passed","2026-01-02","Cart Persistence","Cart Tests","",""
"After checkout, Back Home returns to inventory with an empty cart badge.","1316","TC-078: cart is empty after completing purchase and returning to inventory","SauceDemo","2026-01-02","passed","2026-01-02","Complete Order","Checkout Tests","",""
"","0","TC-036: cart shows 3 items when 3 products are added","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"","2","TC-001: valid users redirect to inventory page after login","chromium","2026-01-02","skipped","2026-01-02","Valid Credentials","","",""
"","0","TC-027: should remove item from cart page","chromium","2026-01-02","skipped","2026-01-02","Remove from Cart","","",""
"","0","TC-040: should validate missing last name","chromium","2026-01-02","skipped","2026-01-02","Shipping Information","","",""
"","0","TC-025: should not add same item twice","chromium","2026-01-02","skipped","2026-01-02","Add to Cart","","",""
"Cart item count matches number of products added from inventory.","1068","TC-036: cart shows 3 items when 3 products are added","SauceDemo","2026-01-02","passed","2026-01-02","View Cart","Cart Tests","",""
"","0","TC-022: back to products button redirects to inventory page","chromium","2026-01-02","skipped","2026-01-02","Product Details","","",""
"Verify that removed item is no longer displayed in cart.","980","TC-060: should verify item no longer in cart after removal","SauceDemo","2026-01-02","passed","2026-01-02","View Cart","Cart Tests","",""
"","0","TC-055: order confirmation page shows thank you message","chromium","2026-01-02","skipped","2026-01-02","Order Confirmation","","",""
"","0","TC-051: should redirect to login when accessing inventory page directly","chromium","2026-01-02","skipped","2026-01-02","Protected Routes","","",""
"","1","TC-028: should remove all items from cart","chromium","2026-01-02","skipped","2026-01-02","Remove from Cart","","",""
"Verify that multiple different items can be added to the cart.","1057","TC-024: should add multiple items to cart","SauceDemo","2026-01-02","passed","2026-01-02","Add to Cart","Cart Tests","",""
"Verify that item can be removed from cart on product detail page.","1128","TC-072: should remove item from detail page","SauceDemo","2026-01-02","passed","2026-01-02","Product Details","Product Catalog Tests","",""
"","0","TC-006: should display error with wrong password","chromium","2026-01-02","skipped","2026-01-02","Invalid Credentials","","",""
"","0","TC-023: should add single item to cart","chromium","2026-01-02","skipped","2026-01-02","Add to Cart","","",""
"","0","TC-019: should sort products by price low to high","chromium","2026-01-02","skipped","2026-01-02","Sort Products","","",""
"","0","TC-078: cart is empty after completing purchase and returning to inventory","chromium","2026-01-02","skipped","2026-01-02","Complete Order","","",""
"Clicking Checkout from cart redirects to checkout information page.","1038","TC-033: checkout button redirects to checkout step one","SauceDemo","2026-01-02","passed","2026-01-02","View Cart","Cart Tests","",""
"","0","TC-009: should display error with empty password","chromium","2026-01-02","skipped","2026-01-02","Invalid Credentials","","",""
"Cart badge shows 0 when empty, increments on add, decrements on remove.","1119","TC-030: cart badge reflects number of items added and removed","SauceDemo","2026-01-02","passed","2026-01-02","View Cart","Cart Tests","",""
"","0","TC-047: should return to home page after completing an order","chromium","2026-01-02","skipped","2026-01-02","Order Confirmation","","",""
"Verify that all items can be removed from the cart.","1062","TC-028: should remove all items from cart","SauceDemo","2026-01-02","passed","2026-01-02","Remove from Cart","Cart Tests","",""
"","0","TC-016: should add product to cart from detail page","chromium","2026-01-02","skipped","2026-01-02","Product Details","","",""
"Verify that a single item can be added to the cart.","1228","TC-023: should add single item to cart","SauceDemo","2026-01-02","passed","2026-01-02","Add to Cart","Cart Tests","",""
"","1","TC-018: should sort products Z-A","chromium","2026-01-02","skipped","2026-01-02","Sort Products","","",""
"","1","TC-020: should sort products by price high to low","chromium","2026-01-02","skipped","2026-01-02","Sort Products","","",""
"","1","TC-052: should load performance inventory page within acceptable time","chromium","2026-01-02","skipped","2026-01-02","Page Load Time","","",""
"","0","TC-044: should display ordered product items in summary","chromium","2026-01-02","skipped","2026-01-02","Order Summary","","",""
"Clicking Continue Shopping from cart redirects to inventory page.","1144","TC-032: continue shopping button redirects to inventory page","SauceDemo","2026-01-02","passed","2026-01-02","View Cart","Cart Tests","",""
"","0","TC-042: should cancel checkout","chromium","2026-01-02","skipped","2026-01-02","Shipping Information","","",""
"Verify that a product can be added to cart from the detail page.","1023","TC-016: should add product to cart from detail page","SauceDemo","2026-01-02","passed","2026-01-02","Product Details","Product Catalog Tests","",""
