"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC-040: should validate missing last name","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","1","TC-049: should reset app state","SauceDemo","2026-01-03","skipped","2026-01-03","Reset State","","",""
"","0","TC-020: should sort products by price high to low","SauceDemo","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"","0","TC-043: order summary page shows item total","SauceDemo","2026-01-03","skipped","2026-01-03","Order Summary","","",""
"","0","TC-047: should return to home page after completing an order","SauceDemo","2026-01-03","skipped","2026-01-03","Order Confirmation","","",""
"","0","TC-010: should block locked out user","SauceDemo","2026-01-03","skipped","2026-01-03","Account Security","","",""
"","0","TC-016: should add product to cart from detail page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Details","","",""
"","0","TC-039: should validate missing first name","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","0","TC-029: cart page shows all added items","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-011: logout redirects to login page","SauceDemo","2026-01-03","skipped","2026-01-03","Logout","","",""
"","0","TC-037: should add item from product detail page","SauceDemo","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"","1","TC-028: should remove all items from cart","SauceDemo","2026-01-03","skipped","2026-01-03","Remove from Cart","","",""
"","1","TC-030: cart badge reflects number of items added and removed","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-014: should navigate to product detail page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Details","","",""
"","0","TC-075: cart icon in header redirects to cart page","SauceDemo","2026-01-03","skipped","2026-01-03","Menu Navigation","","",""
"","0","TC-045: finish button redirects to order confirmation page","SauceDemo","2026-01-03","skipped","2026-01-03","Complete Order","","",""
"","1","TC-027: should remove item from cart page","SauceDemo","2026-01-03","skipped","2026-01-03","Remove from Cart","","",""
"","0","TC-013: should display all products on inventory page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Display","","",""
"","0","TC-044: should display ordered product items in summary","SauceDemo","2026-01-03","skipped","2026-01-03","Order Summary","","",""
"","0","TC-012: should persist session after page refresh","SauceDemo","2026-01-03","skipped","2026-01-03","Session Management","","",""
"","0","TC-019: should sort products by price low to high","SauceDemo","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"","0","TC-033: checkout button redirects to checkout step one","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-055: order confirmation page shows thank you message","SauceDemo","2026-01-03","skipped","2026-01-03","Order Confirmation","","",""
"","0","TC-078: cart is empty after completing purchase and returning to inventory","SauceDemo","2026-01-03","skipped","2026-01-03","Complete Order","","",""
"","0","TC-060: should verify item no longer in cart after removal","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","2","TC-001: valid users redirect to inventory page after login","SauceDemo","2026-01-03","skipped","2026-01-03","Valid Credentials","","",""
"","0","TC-023: should add single item to cart","SauceDemo","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"","0","TC-007: should display error with wrong username","SauceDemo","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"","0","TC-025: should not add same item twice","SauceDemo","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"","0","TC-051: should redirect to login when accessing inventory page directly","SauceDemo","2026-01-03","skipped","2026-01-03","Protected Routes","","",""
"","0","TC-046: should display order confirmation","SauceDemo","2026-01-03","skipped","2026-01-03","Order Confirmation","","",""
"","0","TC-035: cart page shows zero items when no products added","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-031: should persist cart after logout and login","SauceDemo","2026-01-03","skipped","2026-01-03","Cart Persistence","","",""
"Cart page displays 0 items when user has not added any products.","1166","TC-035: cart page shows zero items when no products added","SauceDemo","2026-01-03","passed","2026-01-03","View Cart","Cart Tests","",""
"","1","TC-052: should load performance inventory page within acceptable time","SauceDemo","2026-01-03","skipped","2026-01-03","Page Load Time","","",""
"","0","TC-006: should display error with wrong password","SauceDemo","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"","0","TC-009: should display error with empty password","SauceDemo","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"","0","TC-026: should remove item from inventory page","SauceDemo","2026-01-03","skipped","2026-01-03","Remove from Cart","","",""
"","0","TC-042: should cancel checkout","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","0","TC-022: back to products button redirects to inventory page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Details","","",""
"","0","TC-048: hamburger menu toggles between open and closed states","SauceDemo","2026-01-03","skipped","2026-01-03","Menu Navigation","","",""
"","0","TC-072: should remove item from detail page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Details","","",""
"","0","TC-008: should display error with empty username","SauceDemo","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"","0","TC-038: should enter valid checkout information","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","0","TC-018: should sort products Z-A","SauceDemo","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"","0","TC-041: should validate missing postal code","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","0","TC-017: should sort products A-Z","SauceDemo","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"Order complete page displays confirmation text to user.","1377","TC-055: order confirmation page shows thank you message","SauceDemo","2026-01-03","passed","2026-01-03","Order Confirmation","Checkout Tests","",""
"","0","TC-032: continue shopping button redirects to inventory page","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","1","TC-053: should display payment and shipping information","SauceDemo","2026-01-03","skipped","2026-01-03","Order Summary","","",""
"","1","TC-024: should add multiple items to cart","SauceDemo","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"","0","TC-050: mobile viewport displays inventory items and toggles menu","SauceDemo","2026-01-03","skipped","2026-01-03","Mobile Viewport","","",""
"","0","TC-036: cart shows 3 items when 3 products are added","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
