"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"All users with correct credentials are redirected to inventory page.","2798","TC-001: valid users redirect to inventory page after login","SauceDemo","2026-01-06","passed","2026-01-06","Valid Credentials","Authentication Tests","",""
"Verify that login fails with incorrect username.","3182","TC-007: should display error with wrong username","SauceDemo","2026-01-06","passed","2026-01-06","Invalid Credentials","Authentication Tests","",""
"Verify that a product can be added to cart from the detail page.","1353","TC-016: should add product to cart from detail page","SauceDemo","2026-01-06","passed","2026-01-06","Product Details","Product Catalog Tests","",""
"User is redirected to login page after clicking logout.","2774","TC-011: logout redirects to login page","SauceDemo","2026-01-06","passed","2026-01-06","Logout","Authentication Tests","",""
"Verify that login fails with correct username but wrong password.","1914","TC-006: should display error with wrong password","SauceDemo","2026-01-06","passed","2026-01-06","Invalid Credentials","Authentication Tests","",""
"Verify that products can be sorted by price from high to low.","1935","TC-020: should sort products by price high to low","SauceDemo","2026-01-06","passed","2026-01-06","Sort Products","Product Catalog Tests","",""
"Clicking Checkout from cart redirects to checkout information page.","1750","TC-033: checkout button redirects to checkout step one","SauceDemo","2026-01-06","passed","2026-01-06","View Cart","Cart Tests","",""
"Cart badge shows 0 when empty, increments on add, decrements on remove.","3625","TC-030: cart badge reflects number of items added and removed","SauceDemo","2026-01-06","passed","2026-01-06","View Cart","Cart Tests","",""
"Verify that products can be sorted alphabetically Z to A.","1899","TC-018: should sort products Z-A","SauceDemo","2026-01-06","passed","2026-01-06","Sort Products","Product Catalog Tests","",""
"Verify that valid checkout information can be entered and submitted.","2028","TC-038: should enter valid checkout information","SauceDemo","2026-01-06","passed","2026-01-06","Shipping Information","Checkout Tests","",""
"Verify that an item can be removed from cart while on inventory page.","1338","TC-026: should remove item from inventory page","SauceDemo","2026-01-06","passed","2026-01-06","Remove from Cart","Cart Tests","",""
"Clicking Back to products from detail page redirects to inventory.","2605","TC-022: back to products button redirects to inventory page","SauceDemo","2026-01-06","passed","2026-01-06","Product Details","Product Catalog Tests","",""
"Verify that item can be removed from cart on product detail page.","2677","TC-072: should remove item from detail page","SauceDemo","2026-01-06","passed","2026-01-06","Product Details","Product Catalog Tests","",""
"Verify that all items can be removed from the cart.","2443","TC-028: should remove all items from cart","SauceDemo","2026-01-06","passed","2026-01-06","Remove from Cart","Cart Tests","",""
"Verify that user can cancel checkout and return to cart page.","2421","TC-042: should cancel checkout","SauceDemo","2026-01-06","passed","2026-01-06","Shipping Information","Checkout Tests","",""
"Cart item count matches number of products added from inventory.","2073","TC-036: cart shows 3 items when 3 products are added","SauceDemo","2026-01-06","passed","2026-01-06","View Cart","Cart Tests","",""
